"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9","microRNA 10","microRNA 11"
"CFL1","0.265","0.700","0.501","2","hsa-miR-4728-5p","hsa-miR-6805-5p","","","","","","","","",""
"DBN1","0.247","0.700","0.477","2","hsa-miR-4675","hsa-miR-575","","","","","","","","",""
"DCAF8","0.259","0.700","0.493","2","hsa-miR-4648","hsa-miR-1233-5p","","","","","","","","",""
"DIS3L","0.241","0.700","0.469","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"DNAH10OS","0.271","0.700","0.509","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"DOCK7","0.271","0.700","0.509","2","hsa-miR-1307-3p","hsa-miR-4728-5p","","","","","","","","",""
"DVL3","0.235","0.700","0.461","2","hsa-miR-320a","hsa-miR-8059","","","","","","","","",""
"EEF2K","0.277","0.700","0.517","2","hsa-miR-1307-3p","hsa-miR-4728-5p","","","","","","","","",""
"EIF4A3","0.259","0.700","0.493","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"EOGT","0.277","0.700","0.517","2","hsa-miR-4276","hsa-miR-642b-3p","","","","","","","","",""
"EPM2AIP1","0.271","0.700","0.509","2","hsa-miR-320a","hsa-miR-1233-5p","","","","","","","","",""
"F2","0.265","0.700","0.501","2","hsa-miR-1343-3p","hsa-miR-6746-5p","","","","","","","","",""
"FEM1B","0.248","0.700","0.576","3","hsa-miR-1343-3p","hsa-miR-197-5p","hsa-miR-6131","","","","","","","",""
"FNBP1","0.265","0.700","0.501","2","hsa-miR-4525","hsa-miR-8073","","","","","","","","",""
"FOXP1","0.265","0.700","0.501","2","hsa-miR-320a","hsa-miR-4276","","","","","","","","",""
"FOXP4","0.235","0.700","0.461","2","hsa-miR-4690-5p","hsa-miR-4728-5p","","","","","","","","",""
"FZR1","0.253","0.700","0.485","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"GINM1","0.275","0.700","0.609","3","hsa-miR-1307-3p","hsa-miR-4728-5p","hsa-miR-8073","","","","","","","",""
"HIST1H2BG","0.277","0.700","0.517","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"HM13","0.253","0.700","0.485","2","hsa-miR-3940-5p","hsa-miR-4532","","","","","","","","",""
"HNRNPUL1","0.235","0.700","0.560","3","hsa-miR-320a","hsa-miR-8059","hsa-miR-3940-5p","","","","","","","",""
"HOXB5","0.241","0.700","0.469","2","hsa-miR-1343-3p","hsa-miR-4525","","","","","","","","",""
"HPSE","0.271","0.700","0.509","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"IKBKG","0.235","0.700","0.461","2","hsa-miR-6746-5p","hsa-miR-887-3p","","","","","","","","",""
"ITGA2","0.248","0.700","0.576","3","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4532","","","","","","","",""
"KIF1C","0.266","0.700","0.598","3","hsa-miR-4728-5p","hsa-miR-575","hsa-miR-6131","","","","","","","",""
"LEFTY1","0.271","0.700","0.509","2","hsa-miR-6802-5p","hsa-miR-6800-5p","","","","","","","","",""
"LRRC20","0.253","0.700","0.485","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"MAGI3","0.259","0.700","0.493","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"MAPK1IP1L","0.241","0.700","0.469","2","hsa-miR-320a","hsa-miR-4728-5p","","","","","","","","",""
"MRPS16","0.235","0.700","0.560","3","hsa-miR-4728-5p","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","",""
"MRPS27","0.271","0.700","0.509","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"MYH14","0.241","0.700","0.469","2","hsa-miR-4728-5p","hsa-miR-4525","","","","","","","","",""
"NAV2","0.277","0.700","0.517","2","hsa-miR-663a","hsa-miR-4728-5p","","","","","","","","",""
"ORAI2","0.261","0.700","0.692","5","hsa-miR-320a","hsa-miR-575","hsa-miR-6131","hsa-miR-4532","hsa-miR-1307-3p","","","","","",""
"ORC6","0.277","0.700","0.517","2","hsa-miR-1307-3p","hsa-miR-4675","","","","","","","","",""
"PARP2","0.279","0.700","0.614","3","hsa-miR-6131","hsa-miR-6746-5p","hsa-miR-1233-5p","","","","","","","",""
"PDRG1","0.247","0.700","0.477","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"PLXNA1","0.241","0.700","0.469","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"POLD3","0.259","0.700","0.493","2","hsa-miR-4525","hsa-miR-575","","","","","","","","",""
"POLR2F","0.253","0.700","0.485","2","hsa-miR-320a","hsa-miR-575","","","","","","","","",""
"POLR3D","0.271","0.700","0.509","2","hsa-miR-320a","hsa-miR-4728-5p","","","","","","","","",""
"PPM1F","0.259","0.700","0.493","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"PRKAR2A","0.244","0.700","0.571","3","hsa-miR-1343-3p","hsa-miR-4532","hsa-miR-4687-5p","","","","","","","",""
"PTCHD1","0.265","0.700","0.501","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"QDPR","0.277","0.700","0.517","2","hsa-miR-4728-5p","hsa-miR-6746-5p","","","","","","","","",""
"RAB10","0.244","0.700","0.571","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-1307-3p","","","","","","","",""
"RABGEF1","0.277","0.700","0.517","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"RBM38","0.265","0.700","0.501","2","hsa-miR-320a","hsa-miR-4276","","","","","","","","",""
"RNASEH2B","0.241","0.700","0.469","2","hsa-miR-1233-5p","hsa-miR-6746-5p","","","","","","","","",""
"RNF24","0.265","0.700","0.501","2","hsa-miR-4728-5p","hsa-miR-8073","","","","","","","","",""
"RNF41","0.271","0.700","0.509","2","hsa-miR-320a","hsa-miR-6802-5p","","","","","","","","",""
"RPL28","0.265","0.700","0.501","2","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","","",""
"RRAGD","0.247","0.700","0.477","2","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","","",""
"SEMA3E","0.253","0.700","0.485","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"SGO1","0.271","0.700","0.509","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"SLC10A6","0.253","0.700","0.582","3","hsa-miR-4728-5p","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","",""
"SLX4","0.241","0.700","0.469","2","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","","",""
"SNRPD3","0.248","0.700","0.576","3","hsa-miR-575","hsa-miR-4532","hsa-miR-4728-5p","","","","","","","",""
"SRD5A1","0.253","0.700","0.485","2","hsa-miR-1233-5p","hsa-miR-6746-5p","","","","","","","","",""
"SRRD","0.265","0.700","0.501","2","hsa-miR-4728-5p","hsa-miR-575","","","","","","","","",""
"STK4","0.264","0.700","0.654","4","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-4728-5p","hsa-miR-4525","","","","","","",""
"TMEM127","0.266","0.700","0.598","3","hsa-miR-1203","hsa-miR-3184-5p","hsa-miR-4728-5p","","","","","","","",""
"TMEM170A","0.239","0.700","0.566","3","hsa-miR-6802-5p","hsa-miR-6800-5p","hsa-miR-6746-5p","","","","","","","",""
"TXNDC16","0.270","0.700","0.603","3","hsa-miR-4532","hsa-miR-6746-5p","hsa-miR-4728-5p","","","","","","","",""
"UNC13A","0.241","0.700","0.469","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"VAV3","0.275","0.700","0.667","4","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-6784-5p","hsa-miR-4532","","","","","","",""
"VDR","0.259","0.700","0.493","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"VGLL4","0.259","0.700","0.493","2","hsa-miR-1233-5p","hsa-miR-4706","","","","","","","","",""
"VMA21","0.247","0.700","0.477","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"VPS37B","0.265","0.700","0.501","2","hsa-miR-6746-5p","hsa-miR-4690-5p","","","","","","","","",""
"VPS8","0.277","0.700","0.517","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"WASF2","0.279","0.700","0.614","3","hsa-miR-3184-5p","hsa-miR-4690-5p","hsa-miR-1307-3p","","","","","","","",""
"WDR45B","0.271","0.700","0.509","2","hsa-miR-3184-5p","hsa-miR-4728-5p","","","","","","","","",""
"XPNPEP3","0.277","0.700","0.517","2","hsa-miR-6746-5p","hsa-miR-575","","","","","","","","",""
"YY1","0.261","0.700","0.650","4","hsa-miR-4532","hsa-miR-4758-5p","hsa-miR-1238-5p","hsa-miR-4728-5p","","","","","","",""
"ZBTB46","0.248","0.700","0.576","3","hsa-miR-3184-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"ZNF333","0.241","0.700","0.469","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"ZNF562","0.266","0.700","0.598","3","hsa-miR-4732-5p","hsa-miR-4728-5p","hsa-miR-4706","","","","","","","",""
"CEP120","0.283","0.705","0.525","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"HIST1H2AG","0.283","0.705","0.525","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"LDLR","0.283","0.705","0.675","4","hsa-miR-4532","hsa-miR-1307-3p","hsa-miR-197-5p","hsa-miR-6746-5p","","","","","","",""
"LIMS1","0.283","0.705","0.525","2","hsa-miR-4532","hsa-miR-1307-3p","","","","","","","","",""
"NOL10","0.283","0.705","0.525","2","hsa-miR-4728-5p","hsa-miR-1307-3p","","","","","","","","",""
"PLD3","0.283","0.705","0.525","2","hsa-miR-320a","hsa-miR-1233-5p","","","","","","","","",""
"RNPS1","0.283","0.705","0.525","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"TBRG1","0.283","0.705","0.525","2","hsa-miR-6800-5p","hsa-miR-6802-5p","","","","","","","","",""
"TRIM28","0.283","0.705","0.525","2","hsa-miR-1233-5p","hsa-miR-4675","","","","","","","","",""
"BVES","0.289","0.705","0.533","2","hsa-miR-4728-5p","hsa-miR-6746-5p","","","","","","","","",""
"CCDC117","0.289","0.705","0.533","2","hsa-miR-6746-5p","hsa-miR-3940-5p","","","","","","","","",""
"FZD6","0.284","0.705","0.619","3","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4276","","","","","","","",""
"GTPBP10","0.289","0.705","0.533","2","hsa-miR-6746-5p","hsa-miR-4532","","","","","","","","",""
"PROSER2","0.289","0.705","0.533","2","hsa-miR-1307-3p","hsa-miR-4687-5p","","","","","","","","",""
"UGGT1","0.288","0.705","0.625","3","hsa-miR-1343-3p","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","",""
"ZNF324B","0.289","0.705","0.533","2","hsa-miR-4728-5p","hsa-miR-8073","","","","","","","","",""
"ATG2A","0.295","0.707","0.541","2","hsa-miR-6805-5p","hsa-miR-4276","","","","","","","","",""
"ATXN3","0.293","0.707","0.630","3","hsa-miR-642b-3p","hsa-miR-6131","hsa-miR-4728-5p","","","","","","","",""
"C3","0.297","0.707","0.636","3","hsa-miR-1307-3p","hsa-miR-4532","hsa-miR-4728-5p","","","","","","","",""
"CALU","0.295","0.707","0.541","2","hsa-miR-320a","hsa-miR-92b-5p","","","","","","","","",""
"CHAC1","0.297","0.707","0.636","3","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6784-5p","","","","","","","",""
"CSTF2","0.295","0.707","0.541","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"HMGB1","0.297","0.707","0.691","4","hsa-miR-642b-3p","hsa-miR-1307-3p","hsa-miR-4532","hsa-miR-320a","","","","","","",""
"HNRNPU","0.302","0.707","0.641","3","hsa-miR-642b-3p","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","",""
"MIGA2","0.295","0.707","0.541","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"NPM3","0.301","0.707","0.549","2","hsa-miR-6131","hsa-miR-320a","","","","","","","","",""
"NUP98","0.295","0.707","0.541","2","hsa-miR-4687-5p","hsa-miR-6090","","","","","","","","",""
"PGM2L1","0.293","0.707","0.630","3","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-8073","","","","","","","",""
"PLEKHA1","0.293","0.707","0.630","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","","","","","","","",""
"SAMD4B","0.295","0.707","0.541","2","hsa-miR-92b-5p","hsa-miR-320a","","","","","","","","",""
"TMEM91","0.301","0.707","0.549","2","hsa-miR-4675","hsa-miR-4728-5p","","","","","","","","",""
"ZNF681","0.301","0.707","0.549","2","hsa-miR-6746-5p","hsa-miR-4728-5p","","","","","","","","",""
"AHR","0.319","0.708","0.574","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"ARL4C","0.319","0.708","0.574","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"ATL3","0.325","0.708","0.582","2","hsa-miR-4276","hsa-miR-4728-5p","","","","","","","","",""
"CDCP1","0.315","0.708","0.657","3","hsa-miR-1233-5p","hsa-miR-1343-3p","hsa-miR-4728-5p","","","","","","","",""
"CEP97","0.306","0.708","0.646","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","","","","","","","",""
"CLU","0.307","0.708","0.558","2","hsa-miR-1228-5p","hsa-miR-4706","","","","","","","","",""
"DUSP2","0.319","0.708","0.574","2","hsa-miR-575","hsa-miR-8059","","","","","","","","",""
"EMC3","0.319","0.708","0.574","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"FAT3","0.325","0.708","0.582","2","hsa-miR-4728-5p","hsa-miR-575","","","","","","","","",""
"FOLR1","0.307","0.708","0.558","2","hsa-miR-6090","hsa-miR-642b-3p","","","","","","","","",""
"GTF3C6","0.313","0.708","0.566","2","hsa-miR-8073","hsa-miR-6746-5p","","","","","","","","",""
"KIAA0408","0.319","0.708","0.574","2","hsa-miR-642b-3p","hsa-miR-4532","","","","","","","","",""
"LMNB2","0.316","0.708","0.747","5","hsa-miR-1343-3p","hsa-miR-3184-5p","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"NDUFA7","0.313","0.708","0.566","2","hsa-miR-6746-5p","hsa-miR-4728-5p","","","","","","","","",""
"NEK9","0.307","0.708","0.558","2","hsa-miR-1343-3p","hsa-miR-6746-5p","","","","","","","","",""
"NLRP9","0.325","0.708","0.582","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"NRIP3","0.325","0.708","0.582","2","hsa-miR-1228-5p","hsa-miR-4728-5p","","","","","","","","",""
"POC1A","0.307","0.708","0.558","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"PTK6","0.325","0.708","0.582","2","hsa-miR-4532","hsa-miR-4728-5p","","","","","","","","",""
"RAB4A","0.313","0.708","0.566","2","hsa-miR-4687-5p","hsa-miR-4728-5p","","","","","","","","",""
"RFT1","0.325","0.708","0.582","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"SLC1A5","0.309","0.708","0.703","4","hsa-miR-3940-5p","hsa-miR-1307-3p","hsa-miR-4728-5p","hsa-miR-4690-5p","","","","","","",""
"SLC38A1","0.325","0.708","0.582","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"TRUB2","0.306","0.708","0.646","3","hsa-miR-4732-5p","hsa-miR-4728-5p","hsa-miR-1343-3p","","","","","","","",""
"ZBTB43","0.325","0.708","0.582","2","hsa-miR-6131","hsa-miR-1307-3p","","","","","","","","",""
"ZNF383","0.307","0.708","0.558","2","hsa-miR-4732-5p","hsa-miR-6746-5p","","","","","","","","",""
"ZNF695","0.325","0.708","0.582","2","hsa-miR-1307-3p","hsa-miR-4728-5p","","","","","","","","",""
"ZNF724","0.319","0.708","0.574","2","hsa-miR-6131","hsa-miR-4732-5p","","","","","","","","",""
"ACAP2","0.337","0.711","0.598","2","hsa-miR-642b-3p","hsa-miR-4728-5p","","","","","","","","",""
"ACTG1","0.331","0.711","0.590","2","hsa-miR-1307-3p","hsa-miR-320a","","","","","","","","",""
"ALDH9A1","0.337","0.711","0.598","2","hsa-miR-4276","hsa-miR-4690-5p","","","","","","","","",""
"ALG1","0.337","0.711","0.598","2","hsa-miR-4732-5p","hsa-miR-1343-3p","","","","","","","","",""
"BCL7A","0.331","0.711","0.590","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"HIP1","0.337","0.711","0.598","2","hsa-miR-1343-3p","hsa-miR-642b-3p","","","","","","","","",""
"INTS7","0.331","0.711","0.590","2","hsa-miR-4728-5p","hsa-miR-1203","","","","","","","","",""
"KIAA1328","0.331","0.711","0.590","2","hsa-miR-4728-5p","hsa-miR-6746-5p","","","","","","","","",""
"MGAT5","0.337","0.711","0.598","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"NUP50","0.337","0.711","0.598","2","hsa-miR-8073","hsa-miR-1343-3p","","","","","","","","",""
"PFN1","0.331","0.711","0.590","2","hsa-miR-320a","hsa-miR-6090","","","","","","","","",""
"PRPF4","0.337","0.711","0.598","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"S100A16","0.337","0.711","0.598","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"VEGFA","0.333","0.711","0.679","3","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-320a","","","","","","","",""
"ZDHHC24","0.337","0.711","0.598","2","hsa-miR-8073","hsa-miR-4728-5p","","","","","","","","",""
"PTMA","0.338","0.711","0.684","3","hsa-miR-3940-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"MAPK6","0.343","0.714","0.606","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"MINOS1","0.343","0.714","0.606","2","hsa-miR-4728-5p","hsa-miR-6746-5p","","","","","","","","",""
"YME1L1","0.343","0.714","0.606","2","hsa-miR-6131","hsa-miR-4728-5p","","","","","","","","",""
"ZC3H7B","0.343","0.714","0.606","2","hsa-miR-1238-5p","hsa-miR-4758-5p","","","","","","","","",""
"ALG10B","0.361","0.717","0.630","2","hsa-miR-4728-5p","hsa-miR-6746-5p","","","","","","","","",""
"ARID5B","0.361","0.717","0.630","2","hsa-miR-320a","hsa-miR-3184-5p","","","","","","","","",""
"ARL10","0.356","0.717","0.706","3","hsa-miR-320a","hsa-miR-1343-3p","hsa-miR-4728-5p","","","","","","","",""
"C6orf132","0.355","0.717","0.622","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"CCS","0.367","0.717","0.638","2","hsa-miR-1307-3p","hsa-miR-575","","","","","","","","",""
"CDK2","0.361","0.717","0.630","2","hsa-miR-6802-5p","hsa-miR-6800-5p","","","","","","","","",""
"DPM2","0.367","0.717","0.638","2","hsa-miR-4728-5p","hsa-miR-6805-5p","","","","","","","","",""
"EIF4EBP2","0.361","0.717","0.630","2","hsa-miR-6802-5p","hsa-miR-6800-5p","","","","","","","","",""
"FMNL3","0.361","0.717","0.630","2","hsa-miR-6090","hsa-miR-6746-5p","","","","","","","","",""
"GJD3","0.356","0.717","0.706","3","hsa-miR-1343-3p","hsa-miR-1307-3p","hsa-miR-4690-5p","","","","","","","",""
"ISY1","0.349","0.717","0.614","2","hsa-miR-4687-5p","hsa-miR-3940-5p","","","","","","","","",""
"NRBP1","0.367","0.717","0.638","2","hsa-miR-320a","hsa-miR-4728-5p","","","","","","","","",""
"NRF1","0.361","0.717","0.630","2","hsa-miR-320a","hsa-miR-4728-5p","","","","","","","","",""
"PARP1","0.361","0.717","0.630","2","hsa-miR-8073","hsa-miR-4687-5p","","","","","","","","",""
"PHACTR4","0.349","0.717","0.614","2","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","","","","",""
"PNPLA3","0.367","0.717","0.638","2","hsa-miR-1343-3p","hsa-miR-4687-5p","","","","","","","","",""
"QPCTL","0.361","0.717","0.630","2","hsa-miR-4728-5p","hsa-miR-575","","","","","","","","",""
"RALY","0.349","0.717","0.614","2","hsa-miR-320a","hsa-miR-4728-5p","","","","","","","","",""
"SLC6A4","0.355","0.717","0.622","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"TNRC6A","0.361","0.717","0.760","4","hsa-miR-320a","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4276","","","","","","",""
"TOMM20","0.355","0.717","0.622","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"TPRG1L","0.349","0.717","0.614","2","hsa-miR-3940-5p","hsa-miR-1343-3p","","","","","","","","",""
"ZBTB3","0.355","0.717","0.622","2","hsa-miR-4728-5p","hsa-miR-4532","","","","","","","","",""
"ZBTB7B","0.361","0.717","0.630","2","hsa-miR-4728-5p","hsa-miR-6090","","","","","","","","",""
"ZNF708","0.360","0.717","0.711","3","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4728-5p","","","","","","","",""
"ZNF747","0.355","0.717","0.622","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"ARF1","0.373","0.720","0.646","2","hsa-miR-320a","hsa-miR-3940-5p","","","","","","","","",""
"AS3MT","0.379","0.720","0.654","2","hsa-miR-1343-3p","hsa-miR-6746-5p","","","","","","","","",""
"CHST6","0.379","0.720","0.654","2","hsa-miR-575","hsa-miR-4525","","","","","","","","",""
"CNOT6L","0.379","0.720","0.654","2","hsa-miR-4728-5p","hsa-miR-4687-5p","","","","","","","","",""
"EEF2","0.373","0.720","0.646","2","hsa-miR-320a","hsa-miR-6090","","","","","","","","",""
"IRF2BP2","0.373","0.720","0.646","2","hsa-miR-320a","hsa-miR-3940-5p","","","","","","","","",""
"MRRF","0.379","0.720","0.654","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"POLR2E","0.373","0.720","0.646","2","hsa-miR-1343-3p","hsa-miR-1233-5p","","","","","","","","",""
"PTP4A1","0.374","0.720","0.727","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-4690-5p","","","","","","","",""
"RGP1","0.379","0.720","0.654","2","hsa-miR-4525","hsa-miR-6800-5p","","","","","","","","",""
"TCF23","0.373","0.720","0.646","2","hsa-miR-6746-5p","hsa-miR-4728-5p","","","","","","","","",""
"TUBD1","0.379","0.720","0.654","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"ZNF284","0.379","0.720","0.654","2","hsa-miR-1307-3p","hsa-miR-4728-5p","","","","","","","","",""
"ATXN1L","0.385","0.721","0.663","2","hsa-miR-4706","hsa-miR-8059","","","","","","","","",""
"BICD2","0.385","0.721","0.663","2","hsa-miR-1233-5p","hsa-miR-6090","","","","","","","","",""
"CRCP","0.384","0.721","0.784","4","hsa-miR-575","hsa-miR-4532","hsa-miR-4728-5p","hsa-miR-6131","","","","","","",""
"GIGYF1","0.382","0.721","0.811","5","hsa-miR-1233-5p","hsa-miR-663a","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6787-5p","","","","","",""
"HAUS3","0.383","0.721","0.738","3","hsa-miR-4728-5p","hsa-miR-6746-5p","hsa-miR-1343-3p","","","","","","","",""
"NFAT5","0.387","0.721","0.743","3","hsa-miR-4690-5p","hsa-miR-4728-5p","hsa-miR-4706","","","","","","","",""
"SSU72","0.385","0.721","0.663","2","hsa-miR-4728-5p","hsa-miR-4783-3p","","","","","","","","",""
"TBXA2R","0.385","0.721","0.663","2","hsa-miR-4728-5p","hsa-miR-4525","","","","","","","","",""
"TMPPE","0.385","0.721","0.663","2","hsa-miR-1343-3p","hsa-miR-4728-5p","","","","","","","","",""
"TVP23C","0.383","0.721","0.738","3","hsa-miR-6746-5p","hsa-miR-8073","hsa-miR-4728-5p","","","","","","","",""
"EIF1AD","0.391","0.722","0.671","2","hsa-miR-3940-5p","hsa-miR-4728-5p","","","","","","","","",""
"HOXA10","0.391","0.722","0.671","2","hsa-miR-320a","hsa-miR-4783-3p","","","","","","","","",""
"KPNA2","0.391","0.722","0.671","2","hsa-miR-4276","hsa-miR-1203","","","","","","","","",""
"NCKIPSD","0.391","0.722","0.671","2","hsa-miR-4728-5p","hsa-miR-6090","","","","","","","","",""
"SSR1","0.391","0.722","0.671","2","hsa-miR-4728-5p","hsa-miR-1343-3p","","","","","","","","",""
"SURF4","0.391","0.722","0.671","2","hsa-miR-3940-5p","hsa-miR-575","","","","","","","","",""
"ZNF607","0.391","0.722","0.671","2","hsa-miR-320a","hsa-miR-6131","","","","","","","","",""
"RREB1","0.392","0.724","0.749","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","","","","","","","",""
"CBX5","0.396","0.725","0.754","3","hsa-miR-320a","hsa-miR-1343-3p","hsa-miR-6746-5p","","","","","","","",""
"CNBP","0.396","0.725","0.796","4","hsa-miR-4728-5p","hsa-miR-92b-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"ICA1L","0.396","0.725","0.679","2","hsa-miR-575","hsa-miR-1203","","","","","","","","",""
"XRCC6","0.396","0.725","0.679","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"AHCYL2","0.408","0.727","0.695","2","hsa-miR-197-5p","hsa-miR-4532","","","","","","","","",""
"ATP5A1","0.402","0.727","0.687","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"E2F2","0.408","0.727","0.695","2","hsa-miR-1343-3p","hsa-miR-6746-5p","","","","","","","","",""
"ECE1","0.408","0.727","0.695","2","hsa-miR-4728-5p","hsa-miR-4787-5p","","","","","","","","",""
"ELMSAN1","0.402","0.727","0.687","2","hsa-miR-6800-5p","hsa-miR-1228-5p","","","","","","","","",""
"FAM151B","0.408","0.727","0.695","2","hsa-miR-1343-3p","hsa-miR-4728-5p","","","","","","","","",""
"GPR107","0.408","0.727","0.695","2","hsa-miR-1343-3p","hsa-miR-4728-5p","","","","","","","","",""
"HSPE1-MOB4","0.408","0.727","0.695","2","hsa-miR-4532","hsa-miR-6131","","","","","","","","",""
"INSIG1","0.402","0.727","0.687","2","hsa-miR-642b-3p","hsa-miR-8073","","","","","","","","",""
"LYRM7","0.402","0.727","0.687","2","hsa-miR-1343-3p","hsa-miR-6131","","","","","","","","",""
"NCS1","0.402","0.727","0.687","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","","","","","",""
"SPCS3","0.402","0.727","0.687","2","hsa-miR-1238-5p","hsa-miR-4758-5p","","","","","","","","",""
"SUSD1","0.408","0.727","0.695","2","hsa-miR-4728-5p","hsa-miR-6131","","","","","","","","",""
"ZNF554","0.402","0.727","0.687","2","hsa-miR-4532","hsa-miR-6131","","","","","","","","",""
"ZNF70","0.410","0.730","0.770","3","hsa-miR-4728-5p","hsa-miR-6131","hsa-miR-8073","","","","","","","",""
"EIF2S3","0.414","0.730","0.703","2","hsa-miR-4532","hsa-miR-4276","","","","","","","","",""
"IGFBP5","0.414","0.730","0.776","3","hsa-miR-4758-5p","hsa-miR-1238-5p","hsa-miR-197-5p","","","","","","","",""
"NCBP3","0.414","0.730","0.703","2","hsa-miR-642b-3p","hsa-miR-575","","","","","","","","",""
